College Name,Address,District,State,Contact number,Email id,Website
"P A Aziz College Of Engineering And Technology, Trivandrum","Karkulam Post, Thiruvananthapuram Trivandrum,ThiruvananthapuramKerala695564",Raigarh,Chhattisgarh,0471-2370110 / 111,paacet@sancharnet.in,www.paacet.com
"P A College Of Engineering, Mangalore","Kairangala Village Of Banktwal, Mangalore Mangalore,Dakshina KannadaKarnataka574153",Indore,Madhya Pradesh,0824 - 2284701 - 04 0824-2284705,administrator@paengg.com,N/A
"P B College Of Engineering, Chennai","Irungattukottai, Sriperumpudhur, Chennai Chennai,KanchipuramTamil Nadu602105",Bhubaneswar,Orissa,044 - 24766386,pbcet@pbce.in,http://www.pbce.in
"P D A College Of Engineering, Gulbarga","Gulbarga Gulbarga,GulbargaKarnataka585102",N\A,Orissa,08472-220172 / 224360,principal@pdaengg.com,www.pdaengg.com
"P D M College Of Engineering, Bahadurgarh","Sarai Aurangabad Tehsil, Bahadurgarh, Jhajjar Bahadurgarh,JhajjarHaryana124507",Trichy,Tamil Nadu,"01276-217901,215374",pdmcollege@vsnl.net,N/A
"P E S College Of Engineering, Mandya","Mandya Mandya,MandyaKarnataka571401",Trivandrum,Kerala,08232-220043,chandrashekar.pesce@yahoo.com,www.pescemandya.com
"P E S Institute Of Technology, Bangalore","100 Feet Ring Road, B.S.K Iii Stage, Bangalore Bangalore,BangaloreKarnataka560085",Mangalore,Karnataka,080-26721983 / 26722108,principal@pes.edu,www.pes.edu
"P G P College Of Engineering, Namakkal","Villipalayam Post, Paramathy Vellur Namakkal,NamakkalTamil Nadu637206",Chennai,Tamil Nadu,"04286 - 267994, 267404",pgpcet@yahoo.com,N/A
"P M R Engineering College, Chennai","Adayalampatu (Near Madhuravoyal), Ambattur Taluk Chennai,TiruvallurTamil Nadu600095",N\A,Maharashtra,"044 – 65128012, 65128015",N/A,N/A
"P M R Institute Of Technology, Tiruvallur","Adayalampatu, Ambattur Taluk Tiruvallur,TiruvallurTamil Nadu",Bahadurgarh,Haryana,"044 - 65128012,65128015",pmrinstitute@yahoo.com,N/A
"P R Engineering College, Thanjavur","Trichy-Thjanjavur Highway, Vallam/Thanjavur, Vallam (Po), Thanjavur Taluk Thanjavur,ThanjavurTamil Nadu613403",Bangalore,Karnataka,"04362 - 266940, 950",precprinci@prcolleges.com,www.prcolleges.com
"P S G College Of Technology, Coimbatore","Post Box No. 1611, Peelamedu Coimbatore,CoimbatoreTamil Nadu641004",Namakkal,Tamil Nadu,"0422-2572177,2572477, 5344777","principal@psgtech.edu,  principal@psgtech.ac.in",www.psgtech.edu
"P S N A College Of Engineering And Technology, Dindigul","Muthanampatty (Po), Kothandaraman Nagar Dindigul,DindigulTamil Nadu624622",Chevella,Andhra Pradesh,"0451 - 2554032, 2554349",contact@psnacet.org,www.psnacet.org
"P S N College Of Engineering And Technology, Tirunelveli","Melathidyoor, Palayamkottai Tirunelveli,TirunelveliTamil Nadu627152",Chennai,Tamil Nadu,"04634 - 279680, 279681, 279009",chairman@psncet.net,http://www.psncet.net
"P S N Engineering College, Tirunelveli","Melathediyoor, Palayamkottai Tirunelveli,TirunelveliTamil Nadu627152",Tiruvallur,Tamil Nadu,04634-279680,chairman@psnec.net,N/A
"P S R Engineering College, Sivakasi","Appayanaickenpatty, Sevalpatty Sivakasi,TirunelveliTamil Nadu626140",Coimbatore,Tamil Nadu,"04562 - 239091,239092",contact@psr.edu.in,http://www.psrengg.ac.in
"P S R Rengasamy College Of Engineering For Women, Sivakasi","Educational And Charitable Trust 9-E, Npsn Arumugam Road, Sivakasi Sivakasi,TirunelveliTamil Nadu626140",Thanjavur,Tamil Nadu,"04562 225261, 221261",contact@psr.edu.in,http://psr.edu.in/
"P T Lee Chengalvaraya Naicker College Of Engineering And Technology, Kanchipuram","Oovery Village, Veliyur Post Kanchipuram,KanchipuramTamil Nadu631502",Coimbatore,Tamil Nadu,"044 - 27209685,27209686",ptleecncollege@hotmail.com,N/A
"P T R College Of Engineering And Technology, Madurai","Austinpally Post,Thoppur Village, Madurai, Madurai South Taluk Madurai,MaduraiTamil Nadu625008",Dindigul,Tamil Nadu,"0452 - 2484823,2484824",principal_ptrcetm8@yahoo.co.in,N/A
"Paavai College Of Engineering, Namakkal","Paavi Nagar, Nh-7, Pachal (P.O.) Namakkal,NamakkalTamil Nadu637018",Tirunelveli,Tamil Nadu,04286-200968,principal@pceedu.org,N/A
"Paavai Engineering College, Namakkal","Nh - 7, Salem-Namakkal Highway, Pachal Namakkal,NamakkalTamil Nadu637018",Tirunelveli,Tamil Nadu,"04286-243058, 243038 / 243098",nklpaavai@rediffmail.com,www.paavai.org
"Padmabhooshan Vasantdada Patil Institute Of Technology, Sangli","Budhgoan, Miraj, Sangli Sangli,SangliMaharashtra416304",Sivakasi,Tamil Nadu,(0233) -2311383,principal_pvpit@rediffmail.com,www.pvpit.org
"Padmabhushan Vasantdada P P College Of Engineering, Mumbai","Eastern Express Highway, Near Priyadarshini Building, Sion-Chunnabhatti Mumbai,Mumbai CityMaharashtra400022",Sivakasi,Tamil Nadu,(022) -24070547/ 24021526,pvppcoe@vsnl.net,www.pvppcoe.ac.in
"Padmanava College Of Engineering, Rourkela","Kuarmunda, Sector-4, Rourkela Rourkela,SundergarhOrissa769002",Kanchipuram,Tamil Nadu,0661-2642455/2649555/2649822,N/A,www.pcerkl.ac.in
Padmashree Kurtartha Acharya College Of Engineering,"At/Po Chakarkend, Bargarh,BargarhOrissa768028",Madurai,Tamil Nadu,06646-246381/246750/09861096537,N/A,www.pkace.org
"Padmashri Dr Vitahalrao Vikhe Patil Col Of Engineering, Ahmednagar","Padmashri Dr.Vithalrao Vikhe Patil Foundation, Vilad Ghat, M.I.D.C, Ahmednagar Ahmednagar,AhmednagarMaharashtra414111",Namakkal,Tamil Nadu,(0241)-2778043/ 2779895,prin_coea@yahoo.com,www.enggnagar.com
"Palian College Of Management And Technology, Kolkata","Plot 2 - 6, Sector -I, Phase - Ii, Bengal Pailan Park, Amgachia Road,Joba Kolkata,South 24 ParganasWest Bengal700104",Sangli,Maharashtra,033 24978006/24978007,pcmt@pcmt-india.net,www.pcmt-india.net
"Pallavan College Of Engineering, Kanchipuram","Thimmasamudram, Iyyengarkulam, Kancheepuram Taluk Kanchipuram,KanchipuramTamil Nadu631502",Mumbai,Maharashtra,"044-27277967,27209208","admin@pallavan.ac.in, kmd@pallavan.ac.in",http://www.pallavan.org.in
"Pandian Saraswathi Yadav Engineering College, Sivagangai","28Th Km On The State Highway(Sh33), Connecting Madurai And Thondi, Arasanoor Village, Thirumansolai Po Sivagangai,SivagangaTamil Nadu630561",Pune,Maharashtra,"04575 - 236273, 236, 684",info@psyec.ac.in,www.psyec.ac.in
"Panimalar Engineering College, Tiruvallur","Bangalore Trunk Road, Varadharajapuram, Narsanathpettai (Post), Poonamallee, Sriperumbudur Tiruvallur,TiruvallurTamil Nadu602103",Rourkela,Orissa,"044 – 26490404, 26490505","info@panimalar.ac.in, panitech@md3.vsnl.net.in",www.panimalar.ac.in
"Panimalar Institute Of Technology, Chennai","No.391, Bangalore Trunk Road, Varadharajapuram, Poonamalle Chennai,TiruvallurTamil Nadu602103",N\A,Orissa,"044 – 26491113, 26491114",N/A,N/A
"Pannai College Of Engineering And Technology, Sivagangai","Manamdurai Main Road, Sivagangai Sivagangai,SivagangaTamil Nadu630561",Medak,Andhra Pradesh,04575-241411,N/A,www.pannaicet.org
"Paramahans Ramakrishna Mauntibaba Sansthas Anuradha Engineering Col, Buldana","Anuradha Nagar, Sakegaon Road, Chikhli Buldana Buldana,BuldhanaMaharashtra443201",Kolkata,West Bengal,(07264)-242063/ 242580/243274,admaecc@redifmail.com,www.anurdhaengg.org
"Park College Of Engineering And Technology, Coimbatore","Avinasi Road (Nh-47), Kaniyur Village, Palladam Taluk Coimbatore,CoimbatoreTamil Nadu641659",Chennai,Tamil Nadu,"0421-2334899,2335342",info@pcet.ac.in,www.pcet.ac.in
Parul Institute Of Engineering And Technology,"Limda, Vashodiya,VadodaraGujarat391760",Panipat,Haryana,"02668-263355,263356",parul_baroda@indiatimes.com,N/A
"Patel College Of Science And Technology, Indore","Sheri Gram Ralamandal, Indore Indore,IndoreMadhya Pradesh462002",Buldana,Maharashtra,"0731-3200836,0755-2777775",vn_garg@rediffmail.com,www.pgoi.net
"Patel College Of Science And Technology Ratibad, Ratibad","Near Navodaya Vidayalaya, Samazgarh, Jain Mandir Road Ratibad,BhopalMadhya Pradesh462002",Thane,Maharashtra,"0755-2896267,2777775",ar_ansari_123@yahoo.com,www.pgoi.net
"Patel Institute Of Technology, Ratibad","Ratibad, Bhopal Ratibad,BhopalMadhya Pradesh462002",Nellore,Andhra Pradesh,"0755-2896281, 2896679",Pcst_bpl@yahoo.co.in,N/A
"Pavai Engineering College, Namakkal","Sf No. 19/2,20,17/3,5 25/1A, Pachal Village Namakkal,NamakkalTamil Nadu637018",Thanjavur,Tamil Nadu,"04286 - 243038,243068",nklpaavai@rediffmail.com,N/A
"Pavendar Bharathidasan College Of Engineering, Thanjavur","Kulathur Taluk, Mathur, Kullthur Taluk Thanjavur,TiruchirappalliTamil Nadu620024",Coimbatore,Tamil Nadu,"04339 - 250356, 250357",pabcet@sifymail.com,www.pebcet.com
"Peoples College Of Research And Technology, Bhopal","Peoples Campus, Bhanpur Bypass Road Bhopal,BhopalMadhya Pradesh",N\A,Gujarat,"0755-4005414,4005416",N/A,www.peoplesgroup.in
"Peoples Ed Socs College Of Engineering, Aurangabad","Nagsenvana, Near  Panchakki, University Road Aurangabad,AurangabadMaharashtra431002",Pune,Maharashtra,(022) -22043614/ 22043868,pescoepr@sancharnet.in,www.geocities.com
"Periyar Maniyammai College Of Technology For Women, Thanjavur","Periyar Nagar, Vallam Thanjavur,ThanjavurTamil Nadu613403",Indore,Madhya Pradesh,04362-264600,pmctech@pmctech edu,www.pmctech.edu
"Perunthalaivar Kamarajar Institute Of Engineering And Tech, Karaikal","Nedunagadu Post, Karaikal Karaikal,KaraikalPondicherry609603",Ratibad,Madhya Pradesh,"04368-262234, 292767",N/A,N/A
"Pes Institute Of Technology And Mgt, Shivamogga","Guddada Arekere, Kotegangoor Post, Shimoga Shivamogga,ShivamoggaKarnataka",Namakkal,Tamil Nadu,080-26602482,N/A,pes@grph.com
"Pet College Of Engineering, Tirunelveli","P.B No. 06, Thiruchendur Road, Valliyoor Post Tirunelveli,TirunelveliTamil Nadu627117",Thanjavur,Tamil Nadu,04637 - 220999,mail@petengg.co.in,http://www.petengg.ac.in
"Pillais Institute Of Info Tech Engineeringmedia Studies And Research, Raigad","10,Sector 16,Podi Ii, New Panvel, Raigad Raigad,RaigadMaharashtra410206",Bhopal,Madhya Pradesh,(022)-25224856/8414,principal@piit.ac.in,www.piit.ac.in
"Pimpri Chinchwad Edu Trusts Pimpri Chinchwad Col Of Engineering, Pune","Survey No.26,Nigdi, Pradhikaran, Shirgaon Pune,PuneMaharashtra411044",Aurangabad,Maharashtra,(020) -27652297,pccoepune@eth.net,www.pccoepune.com
"Pondicherry Engineering College, Pondicherry","Pillaichavady Pondicherry,PondicherryPondicherry605104",Thanjavur,Tamil Nadu,"0413-2655214, 2655281, 2655287",N/A,N/A
"Ponjesly College Of Engineering, Kanyakumari","Alamparai, Kaniyakulam, Vettornimadam Post Kanyakumari,KanyakumariTamil Nadu629003",Kanchipuram,Tamil Nadu,"04652-652308,296677",ponjesleyce@yahoo.co.in,http://www.ponjesly.com
"Ponnaiyah Ramajayam College Of Engineering And Technology, Thanjavur","Vallam Thanjavur,ThanjavurTamil Nadu613403",Karaikal,Pondicherry,"04362-266940,266950",prcetprinci@prcolleges.com,N/A
"Poojya Sane Guruji V P Mandals Col Of Engineering, Dhule","P.B.No. 61,Shahada, Dhule Dhule,DhuleMaharashtra425409",Shivamogga,Karnataka,(02565) 223649/223740,princi_engg@vidyashramashahada.com,www.vidyashramshahada.com
"Poona District Education Association College Of Engineering, Pune","Manjari Road, Haveli, Hadapsar Pune,PuneMaharashtra411028",Tirunelveli,Tamil Nadu,(020)-25434570,pdeacoeh@vsnl.net.in,N/A
"Poornima College Of Engieering, Jaipur","Isi-6, Riico Institutional Area, Goner Road, Sitapura Jaipur,JaipurRajasthan302022",Raigad,Maharashtra,0141-2770790/91/92,N/A,N/A
"Poornima Institute Of Engineering And Tech, Jaipur","Isi-2 Riico  Institutional  Area, Goner Road, Sitapur Jaipur,JaipurRajasthan302022",Pune,Maharashtra,0141-6500256,info@poornima.org,N/A
"Prabhodhan S P Ss Rajendra Mane College Of Engineering And Tech, Ratnagiri","Ambav, Sangmes -Hwar, Devrukh Ratnagiri,RatnagiriMaharashtra415804",Thanjavur,Tamil Nadu,(02354) 241510/240992,principal@rmcet.com,www.rmcet.com
"Pranveer Singh Intsitute Of Technology, Kanpur","Bhauti,Kalpi Road, Mile Stone No. 470.3, Kanpur Kanpur,Kanpur NagarUttar Pradesh208020",Jaipur,Rajasthan,0512 - 2696261 - 62,psit_kanpur@yahoo.com,www.psit.ac.in
"Prasad Institute Of Technology, Jaunpur","Punch-Hatia, Jaunpur Jaunpur,VaranasiUttar Pradesh221002",Kanpur,Uttar Pradesh,05452 - 266688,chairman@pitjaunpur.net,www.pitjaunpur.net
"Prathyusha Institute Of Technologys And Management, Tiruvallur","Poonamallee, Tiruvallur Road, Aranvayal Post Tiruvallur,TiruvallurTamil Nadu602025",East,Andhra Pradesh,"044 – 27620512, 27620450, 27620521",prathyushaenggcollege@yahoo.co.in,N/A
"Pravara Rural College Of Engineering, Ahmednagar","Rahata, Loni, Ahmednagar Ahmednagar,AhmednagarMaharashtra413736",Haripuram,Andhra Pradesh,"(02422) 273203/204,205  273527",prec_principal@indiatimes.com,www.pravaraengg.org
"Pravara Rural Edu Socs Visvesvaraya Engineering Col, Nashik","Chincholi, Sinnar, Nashik Nashik,NashikMaharashtra422101",Kandukur,Andhra Pradesh,(02422)-273700 / 273527,svmec_nskch@rediffmail.com,www.pravara_svmengg.org
"Prince Shri Venkateswara Padmavathy Engineering College, Chennai","Medavakkam – Mambakkam Road, Ponmar Village, Ponmar Post Office, Chengalpet Taluk Chennai,KanchipuramTamil Nadu600048",Krishna,Andhra Pradesh,"044 – 27497075, 27497651",info@princevenkeshwara.com,http://www.princevenkateshwara.com
"Priyadarshini Col Of Engineering, Nagpur","Lokmanya Tilak Jankalyan Shikshan Sanstha, Near C.R.P.F. Campus, Hinga Road, Nagpur Nagpur,NagpurMaharashtra440016",Ahmednagar,Maharashtra,(0712) 2230665 / 2221430,principal@priyadarshini.org,www.priyadarshini.org
"Priyadarshini College Of Computer Sciences, Noida","Plot No. 6 A & 7, Industrial Area, Knowledge Park-1, Greater Noida Noida,Gautam Buddha NagarUttar Pradesh",Nashik,Maharashtra,"0120 - 2230972, 2320350",info @pccs1991.com,N/A
"Priyadarshini Engineering College, Vellore","Chettiyappanur Village, Chettiyappanur Post, Vaniyambadi Vellore,VelloreTamil Nadu635751",Chennai,Tamil Nadu,"04174 - 228972, 227591, 224796",priyaecvnb@yahoo.com,http://www.priyadarshini.net.in
"Priyadarshini Inst Of Engineering And Etchnology, Nagpur","Lokmanya Tilak Jankalyan Shikshan Sansthas, Khasra No 1/1A, 1909/12C,Near Crpf Campus, Mouza Shivangoan Nagpur Nagpur,NagpurMaharashtra440016",Ghatkesar,Andhra Pradesh,(0712) -2230665 / 2221430,cvrit99@sancharnet.in,N/A
"Priyatam Institute Of Tech And Science, Indore","Rau, Pithampur Bypass Road, Indore Indore,IndoreMadhya Pradesh",Nellore,Andhra Pradesh,0731-4062999,Priyataminst@gmail.com,N/A
"Progressive Education Societys Modern College Of Engineering, Haveli","1186 A ,Shivajinagar, Off.J.M.Road, Haveli Haveli,PuneMaharashtra411005",Nagpur,Maharashtra,(020) -25530648/25421085,moderncoe@vsnl.net,www.mce.org.in
"Pune Vidyarthi Gritha Col Of Engineering And Tech, Pune","44, Vidyanagari, Shiv Darshan, Pune Pune,PuneMaharashtra411009",Vellore,Tamil Nadu,(020) -24470573/ 24770927,pvgcoet@pn2.vsnl.net.in,www.pvgcoet.ac.in
"Punjab College Of Engineering And Technology, Patiala","Village-Malakpur, Lalru Mandi, Patiala Patiala,PatialaPunjab",Nagpur,Maharashtra,"01762-249637,9896023555",contact@pcet.org,N/A
Purushottam Instt Of Engineering And Technology,"Kansbahal, Mandia, Kudoor,SubarnapurOrissa770017",Guntur,Andhra Pradesh,0661-2454127/2451466,N/A,www.piet.95mb.com
"R C Institute Of Technology, Mitram","Gopal Nagar, Najafgarh, Mitram Mitram,New DelhiDelhi110043",Pune,Maharashtra,"011-28015971 , 28011304 ",N/A,http://www.rcitindia.org.in/
"R C Patel Institute Of Technology, Dhule","Near Nimzari Naka, Karwand Naka, Shahada Road Dhule,DhuleMaharashtra425405",Patiala,Punjab,(02563)-259600,registrar_rcpit@yahoo.com,www.rcpit.ac.in
"R D Engineering College, Ghaziabad","Delhi - Meerut Road, Duhai, Ghaziabad Ghaziabad,GhaziabadUttar Pradesh",N\A,Orissa,0120 - 3226926,rdenggc@yahoo.com,N/A
"R K College Of Engineering And Technology, Rajkot","Opp Green Farm Hostel Rajkot, Bhavnagar Highway, Kasturbadham Rajkot,RajkotGujarat360020",Visakhapatnam,Andhra Pradesh,0281-2920164,rkcollege_engineering@rediffmail.com,www.rkcollege.com
"R K D F College Of Engineering, Bhopal","Village Jatkkhedi Nh 12, Misrod, Bhopal Bhopal,BhopalMadhya Pradesh0755-5539767",Prakasam,Andhra Pradesh,"0755-2417121, 2417122,5273723",AESC1999@yahoo.com,N/A
"R K D F School Of Engineering, Indore","Bypass Road, Arandia, Indore Indore,IndoreMadhya Pradesh",Dehradun,Uttarakhand,0731-6463006,infociit@rediffmail.com,www.rkdfgroup.com
"R M D Engineering College, Tiruvallur","G.N.T Road, Kavaraipettai Village, Kavaraipettai Post, Gummidipoondi Taluk Tiruvallur,TiruvallurTamil Nadu601206",Mitram,Delhi,"044 - 27925562,27925563, 27925564","rmdec@rmdec.com , rmd@rmd.ac.in",http://www.rmd.ac.in
"R M K College Of Engineering And Technology, Chennai","R.S.M. Nagar, Puduvoyal, Gummidipoondi Taluk Chennai,TiruvallurTamil Nadu601206",Dhule,Maharashtra,9840743636,N/A,N/A
"R M K Engineering College, Tiruvallur","G.N.T Road, N.H.No, 5,Kavaraipettai Village, Gummidipoondi Tiruvallur,TiruvallurTamil Nadu601206",Ghaziabad,Uttar Pradesh,"044 - 27925102,  27925338",rmkec@vsnl.com,N/A
"R N Modi Engineering College, Kota","Riico Industrial Area, Ranpur, Kota Kota,KotaRajasthan324001",Rajkot,Gujarat,3090960,N/A,N/A
"R P Sharma Institute Of Technology, Patna","New Bailey Road, Patna Patna,PatnaBihar801503",Indore,Madhya Pradesh,0612-3254248,rpsinstt@sancharnet.in,www.rpsit.com
"R S R Rungta College Of Engineering And Technology, Bhilai","Educational Campus, Kohka-Kurud Road Bhilai,DurgChhattisgarh490024",Tiruvallur,Tamil Nadu,0788-2286480,rsrrcet@rungta.ac.in,N/A
"R V College Of Engineering, Bangalore","R.V.Vidyaniketan Post, 13Th K.M., Mysore Road Bangalore,BangaloreKarnataka560059",Kota,Rajasthan,080-28600184 / 1700,principal@rvce.ac.in,www.rvce.ac.in
"R V S College Of Engineering And Technology, Dindigul","R.V.S Nagar, Karur Road, N.Paraipatti Post Dindigul,DindigulTamil Nadu624005",Namakkal,Tamil Nadu,04551-227229 / 04551-227230,N/A,www.rvseng.ac.in
"R V S College Of Engineering And Technology, Coimbatore","242-B, Kumaran Kottam Campus, Trichy Road, Kannampalayam Sulur Coimbatore,CoimbatoreTamil Nadu641402",Patancheru,Andhra Pradesh,"0422-2688077, 2687877",rvschairman@yahoo.com,www.rvsgroup.com
"Raajdhani Engineering College, Bhubaneswar","Near Mancheswar Railway Station, Mancheswar, Bhubaneswar Bhubaneswar,KhurdaOrissa754001",Bhilai,Chhattisgarh,(0674) - 3247813,N/A,N/A
"Radha Govind Engineering College, Meerut","Anuyogi Puram, Near Medical College, Garh Road, Meerut Meerut,MeerutUttar Pradesh250004",Guntur,Andhra Pradesh,"0121 - 2760396, 2767823",rgec@vsnl.com,N/A
"Radharaman Engineering College, Bhopal","Fatehpur Dobra, Ratibad, Bhopal Bhopal,BhopalMadhya Pradesh",Ibrahimpatnam,Andhra Pradesh,"0755-2896660, 4271386,2554048",admin@ritsbhopal.com,N/A
"Radharaman Institute Of Res And Technology, Ratibad","Fatehpur, Dobra, Ratibad Ratibad,BhopalMadhya Pradesh",Dindigul,Tamil Nadu,0755-28963032896237,admin@radharamanbhopal.com,N/A
"Radharaman Institute Of Technology And Science, Ratibad","Bhadbhada Road, Ratibad, Bhopal Ratibad,BhopalMadhya Pradesh",Jamshedpur,Jharkhand,"0755-4271386 ,2896660,2554048",N/A,www.radharamanbhopal.com
"Raipur Institute Of Tech, Raipur","Chhatauna Mandir, Hasaud, Ge Road Raipur,RaipurChhattisgarh492101",Salem,Tamil Nadu,"0771-2471411,2471424,2534854",ritee@rediffmail.com,www.rit.edu.in
"Raj Kumar Goel Institute Of Technology, Ghaziabad","5Th Km. Stone,(Opp, Jain Tube Co Ltd), Delhi - Meerut Road, Ghaziabad Ghaziabad,GhaziabadUttar Pradesh201003",Meerut,Uttar Pradesh,"0120-2788273, 2788409",rkgitmca@rkgit.edu.in,www.rkgec.com
"Raja Balwant Singh Engineering Technical Campus, Agra","R.B.S Engineering Technical Campus Bichpuri,  Agra,LucknowUttar Pradesh283105",Bhopal,Madhya Pradesh,"+91-562-2636675, 2520998",info@fetrbs.org,http://fetrbs.org/
"Raja College Of Engineering And Technology, Madurai","S.V. Raja Nagar, Veerapanjan Madurai,MaduraiTamil Nadu625020",Ratibad,Madhya Pradesh,0452 - 2829280,placement_rajacet@yahoo.com,N/A
"Raja Rajeswari Engineering College, Tiruvallur","Adayalampattu, Vangaram Post, Ambattur Talu Tiruvallur,TiruvallurTamil Nadu600095",Visakhapatnam,Andhra Pradesh,91-44-2653 4011/2653 4012/2656 8888/5591 9118,info@rrec.ac.in,http://www.rrec.ac.in
"Rajaas Engineering College, Tirunelveli","Raja Nagar, Vadakkangulam Tirunelveli,TirunelveliTamil Nadu627116",Raipur,Chhattisgarh,"04637 - 230066,230111,231809","chairman@rajas.edu, info@rajas.edu",http://www.rajas.edu
"Rajagiri School Of Engineering And Technology, Ernakulam","Rajagiri Valley, Kakkanad Village, Kanayannur Taluk, Ernakulam Ernakulam,ErnakulamKerala",Ghaziabad,Uttar Pradesh,0484-2427835 / 2428238,office@rajagiritech.ac.in,www.rajagiritech.ac.in
"Rajalakshmi Engineering College, Kanchipuram","Thandalam Village, Sriperumbudur Taluk, Kancheepuram Kanchipuram,KanchipuramTamil Nadu602105",Agra,Uttar Pradesh,"044 - 27156750, 51, 52, 53","services@rajalakshmiengg.com, placements@rajalakshmi.org",http://www.rajalakshmi.org
"Rajalakshmi Institute Of Technology, Tiruvallur","Kothampakkam, Poonamalee Taluk Tiruvallur,TiruvallurTamil Nadu602103",Madurai,Tamil Nadu,044 - 26810787,N/A,N/A
"Rajarajeswari Engineering College, Tiruvallur","Adayalampattu Tiruvallur,TiruvallurTamil Nadu602102",Ibrahimpatnam,Andhra Pradesh,"044 - 26568888, 65919113",rreecpon@md3vsnl.net.in,N/A
"Rajarambapu Institute Of Technology College Of Engineering, Sangli","Rajaram Nagar, Sakharale, Walwa Sangli,SangliMaharashtra415414",Mysore,Karnataka,(02342) -221005,san_ritech@sancharnet.in,www.ritindia.edu
"Rajashri Shahu College Of Engineering, Pune","S.No.80,Pune-Mumbai Bypass Highway, Mulshi, Tatha Wade Pune,PuneMaharashtra411033",Tiruvallur,Tamil Nadu,(020) 22933423 /22934344/ 22934347,rscoe@vsnl.net,www.jspmengg.com
"Rajasthan College Of Engineering For Women, Jaipur","Bhakruta, Ajmer Road, Jaipur Jaipur,JaipurRajasthan",Tirunelveli,Tamil Nadu,"22,500,662,251,193",rietiajapur@rediffmail.com,N/A
"Rajasthan Institute Of Engineering And Technology, Jaipur","Bhojyavas, Bhakrota, Ajmer Road Jaipur,JaipurRajasthan",Ernakulam,Kerala,"0141-2251276,2251249",rcewjaipur@yahoo.com,N/A
"Rajeev Gandhi Prodyogiki Mahavidyalaya Gram Salaiya, Bhopal","Post Box No. 2, Kolar Nagar Parishad, Via Danish Kunj Bhopal,BhopalMadhya Pradesh462042",Tiruvallur,Tamil Nadu,"0755-2414635,5294287",rgpmbpl@yahoo.com,www.rgc bhopal.org
"Rajiv Gandhi College Of Engineering, Kanchipuram","S.No.103, Nimely Village, Sriperumbudur Kanchipuram,KanchipuramTamil Nadu602105",Tiruvallur,Tamil Nadu,"044 -27163100,27163526,27162905,27163527","principal_rgce@yahoo.com,thegres@vsnl.net.",www.rgcesri.org
"Rajiv Gandhi Institute Of Information Technology, Amethi","Teekarmafi ,Amethi Amethi,SultanpurUttar Pradesh211011",Pune,Maharashtra,0532 – 2922000 / 2922025 / 2430006 / 2922222,"director@iiita.ac.in, contact@iiita.ac.in",http://www.rgiit.iiita.ac.in
"Rajiv Gandhi Institute Of Technology, Kottayam","Velloor P.O, Pampady Kottayam,KottayamKerala686501",Jaipur,Rajasthan,0481-2506153 /2507763,info@rit.ac.in www.rit.ac.in,N/A
"Rajkiya Engineering College, Ambedkar Nagar","Akbarpur – Tanda Road, In Front of Hawai Patti,Katariya Yakoobpur, Ambedkar Nagar,Ambedkar NagarUttar Pradesh224122",Kurnool,Andhra Pradesh,"05271-216656/57, +91-7388141391, +91-7080517482, +91-8542005136","director@recabn.ac.in, director.recabn@gmail.com, registrar@recabn.ac.in",http://recabn.ac.in/
"Rajkiya Engineering College, Azamgarh","Vill: Akbalpur, Post : Devgaon, Azamgarh,AzamgarhUttar Pradesh276201",Bhopal,Madhya Pradesh,"9415165020, 7081209760",director@gecazamgarh.ac.in,http://gecazamgarh.ac.in/
"Rajkiya Engineering College, Banda","Atarra, Banda,BandaUttar Pradesh210201",Kanchipuram,Tamil Nadu,+915191254301,director@recbanda.ac.in ,http://recbanda.ac.in
Ram Govind Institute Of Technology,"Mahuatnur, P.O. Karma, Koderma Jharkhand,KodermaJharkhand",Pondicherry,Pondicherry,241 941/9431769560,N/A,www.ritk.org
"Ramarao Adik Edu Socs Ramarao Adik Inst Of Tech, Thane","Phase-I, Sec.7, Vidyanagar, Nerul, Navi Mumbai Thane,ThaneMaharashtra400706",Kottayam,Kerala,(022) -4379485 /24370621,rait@vsnl.com,www.kgce.org
Ramgarhia Institute Of Engineering And Technology,"Rec Complex, Satnampura, Phagwara,KapurthalaPunjab144402",Bangalore,Karnataka,"01824-505147,507531",N/A,N/A
"Ranganathan Engineering College, Coimbatore","Zahirnaichenpalayam, Veeraliyur Post, Viraliyur(Post), Thondamuthur (Via) Coimbatore,CoimbatoreTamil Nadu641109",Ambedkar,Uttar Pradesh,0422-3269883,info@rrct-rec.com,www.rrct-rec.com
"Ranipettai Engineering College, Vellore","Thenkadappanthangal, Wallajah Taluk Vellore,VelloreTamil Nadu632513",Azamgarh,Uttar Pradesh,04172 - 232888,rifthen30959@yahoo.co.in,http://www.recwalaja.com
"Rayat And Bahra Institute Of Engineering And Bio Tech, Kharar","Soharan, Kharar, Ropar Kharar,RoparPunjab140104",Thane,Maharashtra,01881-5090549,info@riet.ac.in,N/A
Rayat Institute Of Engineering And Technology,"Railmaira, Chandigar- Asr, G.T.Road,NawanshahrPunjab",N\A,Punjab,"01881-270500,270691,270651",N/A,N/A
